Ticker,名称,シグナルスコア,スコア順位,ポジション,方向,ウェイト(%)
1617.T,食品,0.20287255938881135,1,0.2,★ LONG ,+20.0
1621.T,医薬品,0.1949206738734095,2,0.2,★ LONG ,+20.0
1630.T,小売,0.19144452518028832,3,0.2,★ LONG ,+20.0
1627.T,電力・ガス,0.1890858058522395,4,0.2,★ LONG ,+20.0
1628.T,運輸・物流,0.025852939176089097,5,0.2,★ LONG ,+20.0
1633.T,不動産,0.014841063000094669,6,0.0,  -   ,+0.0
1632.T,金融（除く銀行）,0.012887366661234401,7,0.0,  -   ,+0.0
1619.T,建設・資材,0.0026187259917969767,8,0.0,  -   ,+0.0
1622.T,自動車・輸送機,0.002027586810666734,9,0.0,  -   ,+0.0
1620.T,素材・化学,-0.013344309014736103,10,0.0,  -   ,+0.0
1626.T,情報通信・サービス,-0.016853192313119787,11,0.0,  -   ,+0.0
1623.T,鉄鋼・非鉄,-0.024229313485873878,12,0.0,  -   ,+0.0
1624.T,機械,-0.02476912962487019,13,-0.2,▼ SHORT,-20.0
1631.T,銀行,-0.16674783920044203,14,-0.2,▼ SHORT,-20.0
1618.T,エネルギー資源,-0.17182199430827114,15,-0.2,▼ SHORT,-20.0
1629.T,商社・卸売,-0.18760040107236955,16,-0.2,▼ SHORT,-20.0
1625.T,電機・精密,-0.2035263541719843,17,-0.2,▼ SHORT,-20.0
