Ticker,名称,シグナルスコア,スコア順位,ポジション,方向,ウェイト(%)
1617.T,食品,0.0729256398203849,1,0.2,★ LONG ,+20.0
1621.T,医薬品,0.07231147664503174,2,0.2,★ LONG ,+20.0
1630.T,小売,0.07195469949651298,3,0.2,★ LONG ,+20.0
1627.T,電力・ガス,0.0671944176151556,4,0.2,★ LONG ,+20.0
1628.T,運輸・物流,0.0044524814798187085,5,0.2,★ LONG ,+20.0
1632.T,金融（除く銀行）,0.0038242125759141705,6,0.0,  -   ,+0.0
1619.T,建設・資材,0.0037914455552655823,7,0.0,  -   ,+0.0
1633.T,不動産,0.002834402796078533,8,0.0,  -   ,+0.0
1620.T,素材・化学,0.0021279320851251907,9,0.0,  -   ,+0.0
1626.T,情報通信・サービス,0.00024414788109087344,10,0.0,  -   ,+0.0
1622.T,自動車・輸送機,-0.002340682304830329,11,0.0,  -   ,+0.0
1623.T,鉄鋼・非鉄,-0.005943330259505075,12,0.0,  -   ,+0.0
1624.T,機械,-0.0072263583859621585,13,-0.2,▼ SHORT,-20.0
1631.T,銀行,-0.06431024410225003,14,-0.2,▼ SHORT,-20.0
1618.T,エネルギー資源,-0.07130471243364248,15,-0.2,▼ SHORT,-20.0
1625.T,電機・精密,-0.0716734572770574,16,-0.2,▼ SHORT,-20.0
1629.T,商社・卸売,-0.07350198291053135,17,-0.2,▼ SHORT,-20.0
