OrderId,Symbol,Side,CashMargin,Qty,Price
20260603A01N77393415,1631,2,2,1,35990.0
20260603A01N77393432,1618,2,2,1,34350.0
20260603A01N78483028,1631,1,3,1,36510.0
20260603A01N78483036,1618,1,3,1,34900.0
