Ticker,名称,シグナルスコア,スコア順位,ポジション,方向,ウェイト(%)
1617.T,食品,0.08542972687718468,1,0.2,★ LONG ,+20.0
1621.T,医薬品,0.08508308206948778,2,0.2,★ LONG ,+20.0
1630.T,小売,0.0827410657059093,3,0.2,★ LONG ,+20.0
1627.T,電力・ガス,0.08090725496355564,4,0.2,★ LONG ,+20.0
1632.T,金融（除く銀行）,0.0031720683783115957,5,0.2,★ LONG ,+20.0
1628.T,運輸・物流,0.0027708079282599135,6,0.0,  -   ,+0.0
1619.T,建設・資材,0.0026759766231918927,7,0.0,  -   ,+0.0
1633.T,不動産,0.0020504311409178474,8,0.0,  -   ,+0.0
1620.T,素材・化学,0.0014348689064589346,9,0.0,  -   ,+0.0
1622.T,自動車・輸送機,-0.0024281049087377096,10,0.0,  -   ,+0.0
1626.T,情報通信・サービス,-0.0026782698618743987,11,0.0,  -   ,+0.0
1623.T,鉄鋼・非鉄,-0.004554011653975298,12,0.0,  -   ,+0.0
1624.T,機械,-0.0064521479594090774,13,-0.2,▼ SHORT,-20.0
1631.T,銀行,-0.07844793486431259,14,-0.2,▼ SHORT,-20.0
1618.T,エネルギー資源,-0.08157437488444827,15,-0.2,▼ SHORT,-20.0
1625.T,電機・精密,-0.08329425569483062,16,-0.2,▼ SHORT,-20.0
1629.T,商社・卸売,-0.08680812236722696,17,-0.2,▼ SHORT,-20.0
