Ticker,名称,シグナルスコア,スコア順位,ポジション,方向,ウェイト(%)
1617.T,食品,0.1683772008513898,1,0.2,★ LONG ,+20.0
1621.T,医薬品,0.16239010198072892,2,0.2,★ LONG ,+20.0
1627.T,電力・ガス,0.15778900666168433,3,0.2,★ LONG ,+20.0
1630.T,小売,0.15595032612625015,4,0.2,★ LONG ,+20.0
1628.T,運輸・物流,0.017818797335723818,5,0.2,★ LONG ,+20.0
1633.T,不動産,0.010218594814632066,6,0.0,  -   ,+0.0
1619.T,建設・資材,0.0028014595857161783,7,0.0,  -   ,+0.0
1632.T,金融（除く銀行）,0.002580017762111057,8,0.0,  -   ,+0.0
1622.T,自動車・輸送機,-0.004370983570191113,9,0.0,  -   ,+0.0
1620.T,素材・化学,-0.010212940246665917,10,0.0,  -   ,+0.0
1626.T,情報通信・サービス,-0.014933328308687195,11,0.0,  -   ,+0.0
1623.T,鉄鋼・非鉄,-0.02151442957093718,12,0.0,  -   ,+0.0
1624.T,機械,-0.022493874518382147,13,-0.2,▼ SHORT,-20.0
1631.T,銀行,-0.1403875880103938,14,-0.2,▼ SHORT,-20.0
1618.T,エネルギー資源,-0.15348584166192336,15,-0.2,▼ SHORT,-20.0
1629.T,商社・卸売,-0.16074971718527842,16,-0.2,▼ SHORT,-20.0
1625.T,電機・精密,-0.16764162414233486,17,-0.2,▼ SHORT,-20.0
